Orders,Units,Price/unit,Sales,Date,Status,Product Line,MSRP,City,State,Country
10172,32,75.69,2422,11/5/2003,Shipped,Classic Cars,73,Bridgewater,CT,USA
10172,34,42.76,1454,11/5/2003,Shipped,Classic Cars,50,Bridgewater,CT,USA
10173,31,31.53,977,11/5/2003,Shipped,Vintage Cars,33,Bergamo,,Italy
10173,27,41.22,1113,11/5/2003,Shipped,Vintage Cars,44,Bergamo,,Italy
10172,22,74.51,1639,11/5/2003,Shipped,Classic Cars,90,Bridgewater,CT,USA
10173,23,100,2728,11/5/2003,Shipped,Classic Cars,117,Bergamo,,Italy
10171,36,35.49,1278,11/5/2003,Shipped,Classic Cars,37,Montreal,Quebec,Canada
10172,24,81.33,1952,11/5/2003,Shipped,Classic Cars,85,Bridgewater,CT,USA
10172,22,98.51,2167,11/5/2003,Shipped,Classic Cars,107,Bridgewater,CT,USA
10173,35,33.23,1163,11/5/2003,Shipped,Vintage Cars,41,Bergamo,,Italy
10173,22,100,2571,11/5/2003,Shipped,Vintage Cars,97,Bergamo,,Italy
10174,34,100,8015,11/6/2003,Shipped,Classic Cars,214,South Brisbane,Queensland,Australia
10175,33,100,5363,11/6/2003,Shipped,Classic Cars,147,London,,UK
10176,33,100,7475,11/6/2003,Shipped,Classic Cars,207,Reggio Emilia,,Italy
10174,43,100,6817,11/6/2003,Shipped,Trucks and Buses,136,South Brisbane,Queensland,Australia
10176,47,100,8379,11/6/2003,Shipped,Classic Cars,151,Reggio Emilia,,Italy
10176,50,100,7873,11/6/2003,Shipped,Classic Cars,173,Reggio Emilia,,Italy
10175,26,100,3543,11/6/2003,Shipped,Trucks and Buses,118,London,,UK
10174,48,93.34,4480,11/6/2003,Shipped,Trucks and Buses,116,South Brisbane,Queensland,Australia
10176,20,100,3668,11/6/2003,Shipped,Classic Cars,163,Reggio Emilia,,Italy
10175,48,100,5891,11/6/2003,Shipped,Trucks and Buses,122,London,,UK
10175,41,69.28,2840,11/6/2003,Shipped,Trucks and Buses,60,London,,UK
10174,46,100,5592,11/6/2003,Shipped,Vintage Cars,101,South Brisbane,Queensland,Australia
10175,29,100,4420,11/6/2003,Shipped,Classic Cars,169,London,,UK
10176,36,100,5532,11/6/2003,Shipped,Classic Cars,143,Reggio Emilia,,Italy
10175,47,100,5122,11/6/2003,Shipped,Trucks and Buses,121,London,,UK
10174,49,44.78,2194,11/6/2003,Shipped,Vintage Cars,50,South Brisbane,Queensland,Australia
10176,27,68.78,1857,11/6/2003,Shipped,Classic Cars,57,Reggio Emilia,,Italy
10175,28,100,2970,11/6/2003,Shipped,Trucks and Buses,127,London,,UK
10175,37,31.12,1151,11/6/2003,Shipped,Classic Cars,35,London,,UK
10176,29,100,2916,11/6/2003,Shipped,Classic Cars,118,Reggio Emilia,,Italy
10175,22,100,2437,11/6/2003,Shipped,Trucks and Buses,96,London,,UK
10175,50,63.31,3166,11/6/2003,Shipped,Trucks and Buses,54,London,,UK
10176,22,64,1408,11/6/2003,Shipped,Trains,62,Reggio Emilia,,Italy
10175,29,74.98,2174,11/6/2003,Shipped,Trucks and Buses,64,London,,UK
10176,23,100,3115,11/6/2003,Shipped,Trucks and Buses,115,Reggio Emilia,,Italy
10176,38,64.44,2449,11/6/2003,Shipped,Trains,58,Reggio Emilia,,Italy
10175,42,85.98,3611,11/6/2003,Shipped,Classic Cars,101,London,,UK
10177,23,100,3676,11/7/2003,Shipped,Vintage Cars,136,Madrid,,Spain
10177,29,100,3071,11/7/2003,Shipped,Trains,100,Madrid,,Spain
10177,35,74.6,2611,11/7/2003,Shipped,Vintage Cars,87,Madrid,,Spain
10177,50,100,6083,11/7/2003,Shipped,Ships,122,Madrid,,Spain
10177,45,72.58,3266,11/7/2003,Shipped,Vintage Cars,88,Madrid,,Spain
10177,24,76,1824,11/7/2003,Shipped,Ships,66,Madrid,,Spain
10177,31,88.34,2739,11/7/2003,Shipped,Ships,86,Madrid,,Spain
10177,32,76.62,2452,11/7/2003,Shipped,Ships,72,Madrid,,Spain
10177,44,92.16,4055,11/7/2003,Shipped,Ships,100,Madrid,,Spain
10177,24,100,2526,11/7/2003,Shipped,Ships,99,Madrid,,Spain
10177,40,50.23,2009,11/7/2003,Shipped,Ships,54,Madrid,,Spain
10178,24,100,3492,11/8/2003,Shipped,Classic Cars,136,Toulouse,,France
10178,42,100,6491,11/8/2003,Shipped,Planes,157,Toulouse,,France
10178,41,81.72,3351,11/8/2003,Shipped,Ships,86,Toulouse,,France
10178,48,100,5387,11/8/2003,Shipped,Vintage Cars,105,Toulouse,,France
10178,34,80.84,2749,11/8/2003,Shipped,Planes,68,Toulouse,,France
10178,27,73.64,1988,11/8/2003,Shipped,Vintage Cars,65,Toulouse,,France
10178,21,72.12,1515,11/8/2003,Shipped,Vintage Cars,83,Toulouse,,France
10178,30,72.33,2170,11/8/2003,Shipped,Planes,68,Toulouse,,France
10178,34,96.86,3293,11/8/2003,Shipped,Ships,90,Toulouse,,France
10178,22,87.75,1931,11/8/2003,Shipped,Planes,99,Toulouse,,France
10178,45,76.25,3431,11/8/2003,Shipped,Planes,74,Toulouse,,France
10178,45,51.15,2302,11/8/2003,Shipped,Planes,49,Toulouse,,France
10180,29,86.13,2498,11/11/2003,Shipped,Motorcycles,95,Lille,,France
10180,42,100,4696,11/11/2003,Shipped,Motorcycles,118,Lille,,France
10180,41,100,8893,11/11/2003,Shipped,Motorcycles,193,Lille,,France
10180,40,100,6748,11/11/2003,Shipped,Motorcycles,150,Lille,,France
10180,25,64.2,1605,11/11/2003,Shipped,Motorcycles,60,Lille,,France
10180,21,50.36,1058,11/11/2003,Shipped,Motorcycles,62,Lille,,France
10180,44,100,5565,11/11/2003,Shipped,Classic Cars,148,Lille,,France
10180,48,100,5355,11/11/2003,Shipped,Motorcycles,112,Lille,,France
10180,28,68.55,1919,11/11/2003,Shipped,Motorcycles,76,Lille,,France
10180,35,72.03,2521,11/11/2003,Shipped,Motorcycles,69,Lille,,France
10180,28,71.14,1992,11/11/2003,Shipped,Classic Cars,80,Lille,,France
10180,34,45.46,1546,11/11/2003,Shipped,Motorcycles,40,Lille,,France
10180,22,100,2515,11/11/2003,Shipped,Motorcycles,102,Lille,,France
10180,21,93.56,1965,11/11/2003,Shipped,Motorcycles,81,Lille,,France
10181,27,100,5411,11/12/2003,Shipped,Classic Cars,194,Bergen,,Norway
10181,28,100,2861,11/12/2003,Shipped,Classic Cars,117,Bergen,,Norway
10181,20,81.4,1628,11/12/2003,Shipped,Classic Cars,79,Bergen,,Norway
10181,36,100,4477,11/12/2003,Shipped,Classic Cars,115,Bergen,,Norway
10181,44,100,5418,11/12/2003,Shipped,Classic Cars,141,Bergen,,Norway
10182,25,87.33,2183,11/12/2003,Shipped,Vintage Cars,102,San Rafael,CA,USA
10182,32,54.45,1742,11/12/2003,Shipped,Vintage Cars,53,San Rafael,CA,USA
10181,42,100,5436,11/12/2003,Shipped,Classic Cars,124,Bergen,,Norway
10182,44,100,7555,11/12/2003,Shipped,Vintage Cars,170,San Rafael,CA,USA
10181,22,73.92,1626,11/12/2003,Shipped,Classic Cars,77,Bergen,,Norway
10181,21,100,3286,11/12/2003,Shipped,Classic Cars,142,Bergen,,Norway
10182,38,61.15,2324,11/12/2003,Shipped,Vintage Cars,60,San Rafael,CA,USA
10182,20,100,2212,11/12/2003,Shipped,Vintage Cars,127,San Rafael,CA,USA
10182,21,100,3048,11/12/2003,Shipped,Vintage Cars,168,San Rafael,CA,USA
10181,27,100,3885,11/12/2003,Shipped,Classic Cars,132,Bergen,,Norway
10181,45,100,6325,11/12/2003,Shipped,Classic Cars,169,Bergen,,Norway
10181,30,82.82,2485,11/12/2003,Shipped,Classic Cars,80,Bergen,,Norway
10182,33,86.31,2848,11/12/2003,Shipped,Vintage Cars,99,San Rafael,CA,USA
10181,22,100,3395,11/12/2003,Shipped,Classic Cars,146,Bergen,,Norway
10181,39,100,5785,11/12/2003,Shipped,Classic Cars,141,Bergen,,Norway
10182,36,100,3943,11/12/2003,Shipped,Vintage Cars,92,San Rafael,CA,USA
10182,44,69.84,3073,11/12/2003,Shipped,Classic Cars,71,San Rafael,CA,USA
10182,47,74.22,3488,11/12/2003,Shipped,Classic Cars,73,San Rafael,CA,USA
10181,34,53.83,1830,11/12/2003,Shipped,Classic Cars,50,Bergen,,Norway
10182,39,36.84,1437,11/12/2003,Shipped,Vintage Cars,33,San Rafael,CA,USA
10182,31,36.74,1139,11/12/2003,Shipped,Vintage Cars,44,San Rafael,CA,USA
10182,36,73.6,2650,11/12/2003,Shipped,Classic Cars,90,San Rafael,CA,USA
10182,20,100,2396,11/12/2003,Shipped,Classic Cars,117,San Rafael,CA,USA
10181,37,42.67,1579,11/12/2003,Shipped,Classic Cars,37,Bergen,,Norway
10182,33,94.17,3108,11/12/2003,Shipped,Classic Cars,85,San Rafael,CA,USA
10181,23,65.52,1507,11/12/2003,Shipped,Classic Cars,61,Bergen,,Norway
10182,49,100,6244,11/12/2003,Shipped,Classic Cars,107,San Rafael,CA,USA
10181,25,100,3862,11/12/2003,Shipped,Classic Cars,140,Bergen,,Norway
10182,23,42.26,972,11/12/2003,Shipped,Vintage Cars,41,San Rafael,CA,USA
10183,23,100,5373,11/13/2003,Shipped,Classic Cars,214,Philadelphia,PA,USA
10183,28,100,3433,11/13/2003,Shipped,Classic Cars,147,Philadelphia,PA,USA
10183,41,100,6164,11/13/2003,Shipped,Trucks and Buses,136,Philadelphia,PA,USA
10183,21,96.84,2034,11/13/2003,Shipped,Trucks and Buses,116,Philadelphia,PA,USA
10183,37,89.15,3299,11/13/2003,Shipped,Vintage Cars,101,Philadelphia,PA,USA
10183,39,68.08,2655,11/13/2003,Shipped,Vintage Cars,62,Philadelphia,PA,USA
10183,22,100,2488,11/13/2003,Shipped,Vintage Cars,104,Philadelphia,PA,USA
10183,21,100,2441,11/13/2003,Shipped,Trucks and Buses,121,Philadelphia,PA,USA
10183,40,49.3,1972,11/13/2003,Shipped,Vintage Cars,50,Philadelphia,PA,USA
10183,47,100,5035,11/13/2003,Shipped,Vintage Cars,97,Philadelphia,PA,USA
10183,49,64.64,3167,11/13/2003,Shipped,Trucks and Buses,64,Philadelphia,PA,USA
10183,23,86.99,2001,11/13/2003,Shipped,Classic Cars,101,Philadelphia,PA,USA
10186,26,100,3854,11/14/2003,Shipped,Classic Cars,136,London,,UK
10185,21,100,3884,11/14/2003,Shipped,Classic Cars,207,New Bedford,MA,USA
10185,33,100,4038,11/14/2003,Shipped,Classic Cars,151,New Bedford,MA,USA
10185,43,100,7886,11/14/2003,Shipped,Classic Cars,173,New Bedford,MA,USA
10184,37,100,4516,11/14/2003,Shipped,Trucks and Buses,118,Sevilla,,Spain
10186,32,100,6005,11/14/2003,Shipped,Planes,157,London,,UK
10184,46,100,7381,11/14/2003,Shipped,Classic Cars,163,Sevilla,,Spain
10184,46,100,5984,11/14/2003,Shipped,Trucks and Buses,122,Sevilla,,Spain
10184,44,60.16,2647,11/14/2003,Shipped,Trucks and Buses,60,Sevilla,,Spain
10186,32,89.46,2863,11/14/2003,Shipped,Ships,86,London,,UK
10185,28,100,3442,11/14/2003,Shipped,Vintage Cars,136,New Bedford,MA,USA
10184,28,100,4410,11/14/2003,Shipped,Classic Cars,169,Sevilla,,Spain
10185,49,80.67,3953,11/14/2003,Shipped,Trains,100,New Bedford,MA,USA
10186,46,100,4919,11/14/2003,Shipped,Vintage Cars,105,London,,UK
10185,39,100,5097,11/14/2003,Shipped,Classic Cars,143,New Bedford,MA,USA
10185,47,77.24,3630,11/14/2003,Shipped,Vintage Cars,87,New Bedford,MA,USA
10184,31,60.11,1863,11/14/2003,Shipped,Classic Cars,57,Sevilla,,Spain
10185,30,100,3171,11/14/2003,Shipped,Ships,122,New Bedford,MA,USA
10184,24,100,3496,11/14/2003,Shipped,Trucks and Buses,127,Sevilla,,Spain
10184,42,31.82,1336,11/14/2003,Shipped,Classic Cars,35,Sevilla,,Spain
10186,22,69.2,1522,11/14/2003,Shipped,Planes,68,London,,UK
10185,33,74.35,2454,11/14/2003,Shipped,Vintage Cars,88,New Bedford,MA,USA
10186,21,69.04,1450,11/14/2003,Shipped,Vintage Cars,65,London,,UK
10186,36,85.54,3079,11/14/2003,Shipped,Vintage Cars,83,London,,UK
10184,49,100,5796,11/14/2003,Shipped,Classic Cars,118,Sevilla,,Spain
10184,46,100,4607,11/14/2003,Shipped,Trucks and Buses,96,Sevilla,,Spain
10184,33,62.77,2071,11/14/2003,Shipped,Trucks and Buses,54,Sevilla,,Spain
10184,48,50.95,2446,11/14/2003,Shipped,Trains,62,Sevilla,,Spain
10184,45,100,4948,11/14/2003,Shipped,Trucks and Buses,115,Sevilla,,Spain
10185,20,48.62,972,11/14/2003,Shipped,Trains,58,New Bedford,MA,USA
10185,21,54,1134,11/14/2003,Shipped,Ships,66,New Bedford,MA,USA
10185,30,94.4,2832,11/14/2003,Shipped,Ships,86,New Bedford,MA,USA
10186,24,99.57,2390,11/14/2003,Shipped,Ships,90,London,,UK
10185,39,57.82,2255,11/14/2003,Shipped,Ships,72,New Bedford,MA,USA
10185,37,100,3892,11/14/2003,Shipped,Ships,100,New Bedford,MA,USA
10185,22,79.45,1748,11/14/2003,Shipped,Ships,99,New Bedford,MA,USA
10186,28,52.14,1460,11/14/2003,Shipped,Planes,49,London,,UK
10185,28,64.43,1804,11/14/2003,Shipped,Ships,54,New Bedford,MA,USA
10188,48,100,5512,11/18/2003,Shipped,Motorcycles,95,Bergen,,Norway
10188,38,96.34,3661,11/18/2003,Shipped,Motorcycles,118,Bergen,,Norway
10188,45,100,8715,11/18/2003,Shipped,Motorcycles,193,Bergen,,Norway
10189,28,100,4512,11/18/2003,Shipped,Motorcycles,150,Pasadena,CA,USA
10188,32,65.42,2093,11/18/2003,Shipped,Motorcycles,60,Bergen,,Norway
10188,25,100,2536,11/18/2003,Shipped,Motorcycles,112,Bergen,,Norway
10188,40,91.4,3656,11/18/2003,Shipped,Motorcycles,76,Bergen,,Norway
10188,44,98.89,4351,11/18/2003,Shipped,Motorcycles,99,Bergen,,Norway
10188,29,100,3957,11/18/2003,Shipped,Planes,118,Bergen,,Norway
10190,42,76.19,3200,11/19/2003,Shipped,Motorcycles,69,Madrid,,Spain
10190,46,32.99,1518,11/19/2003,Shipped,Motorcycles,40,Madrid,,Spain
10190,42,85.72,3600,11/19/2003,Shipped,Motorcycles,102,Madrid,,Spain
10190,40,66.72,2669,11/19/2003,Shipped,Motorcycles,81,Madrid,,Spain
10191,21,100,3841,11/20/2003,Shipped,Classic Cars,194,Koln,,Germany
10191,40,100,5590,11/20/2003,Shipped,Classic Cars,117,Koln,,Germany
10191,30,64.64,1939,11/20/2003,Shipped,Classic Cars,79,Koln,,Germany
10192,27,100,3545,11/20/2003,Shipped,Classic Cars,115,Nashua,NH,USA
10192,22,100,3301,11/20/2003,Shipped,Classic Cars,141,Nashua,NH,USA
10192,29,100,4258,11/20/2003,Shipped,Classic Cars,124,Nashua,NH,USA
10192,45,90.86,4089,11/20/2003,Shipped,Classic Cars,77,Nashua,NH,USA
10192,47,100,7421,11/20/2003,Shipped,Classic Cars,142,Nashua,NH,USA
10192,38,100,4966,11/20/2003,Shipped,Classic Cars,132,Nashua,NH,USA
10192,26,100,3918,11/20/2003,Shipped,Classic Cars,169,Nashua,NH,USA
10191,36,94.88,3416,11/20/2003,Shipped,Classic Cars,80,Koln,,Germany
10191,23,100,3415,11/20/2003,Shipped,Classic Cars,146,Koln,,Germany
10192,45,100,5341,11/20/2003,Shipped,Classic Cars,141,Nashua,NH,USA
10191,43,72.74,3128,11/20/2003,Shipped,Motorcycles,62,Koln,,Germany
10191,32,100,4238,11/20/2003,Shipped,Classic Cars,148,Koln,,Germany
10192,37,69.82,2583,11/20/2003,Shipped,Classic Cars,73,Nashua,NH,USA
10192,47,53.83,2530,11/20/2003,Shipped,Classic Cars,50,Nashua,NH,USA
10192,46,83.6,3846,11/20/2003,Shipped,Classic Cars,90,Nashua,NH,USA
10192,23,100,3052,11/20/2003,Shipped,Classic Cars,117,Nashua,NH,USA
10192,30,30.59,918,11/20/2003,Shipped,Classic Cars,37,Nashua,NH,USA
10192,32,72.77,2329,11/20/2003,Shipped,Classic Cars,85,Nashua,NH,USA
10191,48,60.01,2880,11/20/2003,Shipped,Classic Cars,61,Koln,,Germany
10192,46,100,5566,11/20/2003,Shipped,Classic Cars,107,Nashua,NH,USA
10192,45,100,6319,11/20/2003,Shipped,Classic Cars,140,Nashua,NH,USA
10191,44,66.29,2917,11/20/2003,Shipped,Classic Cars,80,Koln,,Germany
10193,28,100,3107,11/21/2003,Shipped,Vintage Cars,102,Glen Waverly,Victoria,Australia
10193,46,53.37,2455,11/21/2003,Shipped,Vintage Cars,53,Glen Waverly,Victoria,Australia
10193,21,100,3142,11/21/2003,Shipped,Vintage Cars,170,Glen Waverly,Victoria,Australia
10193,42,59.33,2492,11/21/2003,Shipped,Vintage Cars,60,Glen Waverly,Victoria,Australia
10193,44,100,4643,11/21/2003,Shipped,Vintage Cars,127,Glen Waverly,Victoria,Australia
10193,22,100,3675,11/21/2003,Shipped,Vintage Cars,168,Glen Waverly,Victoria,Australia
10193,28,93.21,2610,11/21/2003,Shipped,Vintage Cars,101,Glen Waverly,Victoria,Australia
10193,24,51.84,1244,11/21/2003,Shipped,Vintage Cars,62,Glen Waverly,Victoria,Australia
10193,23,100,2770,11/21/2003,Shipped,Vintage Cars,104,Glen Waverly,Victoria,Australia
10193,32,79.37,2540,11/21/2003,Shipped,Vintage Cars,99,Glen Waverly,Victoria,Australia
10193,24,97.55,2341,11/21/2003,Shipped,Vintage Cars,92,Glen Waverly,Victoria,Australia
10193,25,76.26,1907,11/21/2003,Shipped,Classic Cars,71,Glen Waverly,Victoria,Australia
10193,26,29.21,759,11/21/2003,Shipped,Vintage Cars,33,Glen Waverly,Victoria,Australia
10193,20,50.62,1012,11/21/2003,Shipped,Vintage Cars,44,Glen Waverly,Victoria,Australia
10193,22,41.03,903,11/21/2003,Shipped,Vintage Cars,41,Glen Waverly,Victoria,Australia
10193,20,100,2279,11/21/2003,Shipped,Vintage Cars,97,Glen Waverly,Victoria,Australia
10194,42,100,7290,11/25/2003,Shipped,Classic Cars,214,Lyon,,France
10194,26,100,4264,11/25/2003,Shipped,Classic Cars,147,Lyon,,France
10194,38,100,4934,11/25/2003,Shipped,Trucks and Buses,136,Lyon,,France
10195,49,100,6445,11/25/2003,Shipped,Trucks and Buses,118,White Plains,NY,USA
10194,21,93.34,1960,11/25/2003,Shipped,Trucks and Buses,116,Lyon,,France
10195,27,100,5128,11/25/2003,Shipped,Classic Cars,163,White Plains,NY,USA
10195,35,100,3608,11/25/2003,Shipped,Trucks and Buses,122,White Plains,NY,USA
10194,45,70.49,3172,11/25/2003,Shipped,Trucks and Buses,60,Lyon,,France
10195,50,100,7621,11/25/2003,Shipped,Classic Cars,169,White Plains,NY,USA
10194,32,100,4262,11/25/2003,Shipped,Trucks and Buses,121,Lyon,,France
10194,41,44.78,1836,11/25/2003,Shipped,Vintage Cars,50,Lyon,,France
10195,44,66.47,2925,11/25/2003,Shipped,Classic Cars,57,White Plains,NY,USA
10194,49,100,5761,11/25/2003,Shipped,Trucks and Buses,127,Lyon,,France
10195,32,28.29,905,11/25/2003,Shipped,Classic Cars,35,White Plains,NY,USA
10195,34,100,3700,11/25/2003,Shipped,Classic Cars,118,White Plains,NY,USA
10194,37,97.27,3599,11/25/2003,Shipped,Trucks and Buses,96,Lyon,,France
10195,32,43.29,1385,11/25/2003,Shipped,Trucks and Buses,54,White Plains,NY,USA
10195,33,54.68,1804,11/25/2003,Shipped,Trains,62,White Plains,NY,USA
10194,39,54.94,2143,11/25/2003,Shipped,Trucks and Buses,64,Lyon,,France
10195,49,100,5161,11/25/2003,Shipped,Trucks and Buses,115,White Plains,NY,USA
10194,26,89.01,2314,11/25/2003,Shipped,Classic Cars,101,Lyon,,France
10197,45,100,5324,11/26/2003,Shipped,Classic Cars,136,Barcelona,,Spain
10196,47,100,8888,11/26/2003,Shipped,Classic Cars,207,New Haven,CT,USA
10196,24,100,3807,11/26/2003,Shipped,Classic Cars,151,New Haven,CT,USA
10196,38,100,7232,11/26/2003,Shipped,Classic Cars,173,New Haven,CT,USA
10197,46,87.74,4036,11/26/2003,Shipped,Ships,86,Barcelona,,Spain
10196,49,100,6894,11/26/2003,Shipped,Vintage Cars,136,New Haven,CT,USA
10196,35,100,3565,11/26/2003,Shipped,Trains,100,New Haven,CT,USA
10197,22,100,2539,11/26/2003,Shipped,Vintage Cars,105,Barcelona,,Spain
10196,27,100,4537,11/26/2003,Shipped,Classic Cars,143,New Haven,CT,USA
10197,50,100,5091,11/26/2003,Shipped,Vintage Cars,87,Barcelona,,Spain
10197,41,100,4535,11/26/2003,Shipped,Ships,122,Barcelona,,Spain
10197,47,83.2,3910,11/26/2003,Shipped,Vintage Cars,88,Barcelona,,Spain
10197,22,86.38,1900,11/26/2003,Shipped,Vintage Cars,83,Barcelona,,Spain
10196,46,62.09,2856,11/26/2003,Shipped,Trains,58,New Haven,CT,USA
10197,23,64.67,1487,11/26/2003,Shipped,Ships,66,Barcelona,,Spain
10196,50,94.4,4720,11/26/2003,Shipped,Ships,86,New Haven,CT,USA
10197,24,90.52,2172,11/26/2003,Shipped,Ships,90,Barcelona,,Spain
10197,50,78.79,3940,11/26/2003,Shipped,Ships,72,Barcelona,,Spain
10197,27,92.16,2488,11/26/2003,Shipped,Ships,100,Barcelona,,Spain
10197,35,93.35,3267,11/26/2003,Shipped,Ships,99,Barcelona,,Spain
10197,29,41.71,1210,11/26/2003,Shipped,Planes,49,Barcelona,,Spain
10197,42,50.23,2110,11/26/2003,Shipped,Ships,54,Barcelona,,Spain
10198,42,100,7484,11/27/2003,Shipped,Planes,157,Makati City,,Philippines
10198,48,67.82,3255,11/27/2003,Shipped,Planes,68,Makati City,,Philippines
10198,27,71.67,1935,11/27/2003,Shipped,Vintage Cars,65,Makati City,,Philippines
10198,43,66.19,2846,11/27/2003,Shipped,Planes,68,Makati City,,Philippines
10198,42,100,4775,11/27/2003,Shipped,Planes,99,Makati City,,Philippines
10198,40,63.67,2547,11/27/2003,Shipped,Planes,74,Makati City,,Philippines
10201,22,98.57,2169,12/1/2003,Shipped,Motorcycles,95,San Francisco,CA,USA
10201,24,100,3026,12/1/2003,Shipped,Motorcycles,118,San Francisco,CA,USA
10201,49,100,8066,12/1/2003,Shipped,Motorcycles,193,San Francisco,CA,USA
10201,25,100,4029,12/1/2003,Shipped,Motorcycles,150,San Francisco,CA,USA
10201,30,64.81,1944,12/1/2003,Shipped,Motorcycles,60,San Francisco,CA,USA
10201,39,100,4351,12/1/2003,Shipped,Motorcycles,112,San Francisco,CA,USA
10201,25,73.88,1847,12/1/2003,Shipped,Motorcycles,76,San Francisco,CA,USA
10199,29,38.4,1114,12/1/2003,Shipped,Vintage Cars,43,Burbank,CA,USA
10199,48,83.12,3990,12/1/2003,Shipped,Planes,91,Burbank,CA,USA
10199,38,82.4,3131,12/1/2003,Shipped,Planes,80,Burbank,CA,USA
10203,20,100,3930,12/2/2003,Shipped,Classic Cars,194,Madrid,,Spain
10203,20,100,2255,12/2/2003,Shipped,Classic Cars,117,Madrid,,Spain
10203,44,82.99,3652,12/2/2003,Shipped,Classic Cars,79,Madrid,,Spain
10203,47,100,5196,12/2/2003,Shipped,Classic Cars,115,Madrid,,Spain
10204,42,100,6182,12/2/2003,Shipped,Classic Cars,141,NYC,NY,USA
10204,40,100,4032,12/2/2003,Shipped,Classic Cars,124,NYC,NY,USA
10204,33,100,5891,12/2/2003,Shipped,Vintage Cars,170,NYC,NY,USA
10203,45,85.47,3846,12/2/2003,Shipped,Classic Cars,77,Madrid,,Spain
10204,38,100,6433,12/2/2003,Shipped,Classic Cars,142,NYC,NY,USA
10204,23,71.44,1643,12/2/2003,Shipped,Vintage Cars,60,NYC,NY,USA
10204,26,100,3206,12/2/2003,Shipped,Vintage Cars,127,NYC,NY,USA
10204,27,100,4170,12/2/2003,Shipped,Classic Cars,132,NYC,NY,USA
10203,48,100,8291,12/2/2003,Shipped,Classic Cars,169,Madrid,,Spain
10203,33,86.04,2839,12/2/2003,Shipped,Classic Cars,80,Madrid,,Spain
10203,32,100,5127,12/2/2003,Shipped,Classic Cars,146,Madrid,,Spain
10204,35,100,5736,12/2/2003,Shipped,Classic Cars,141,NYC,NY,USA
10204,29,85.59,2482,12/2/2003,Shipped,Vintage Cars,92,NYC,NY,USA
10204,45,76.26,3432,12/2/2003,Shipped,Classic Cars,71,NYC,NY,USA
10204,20,62.47,1249,12/2/2003,Shipped,Classic Cars,73,NYC,NY,USA
10204,45,49.81,2241,12/2/2003,Shipped,Classic Cars,50,NYC,NY,USA
10204,47,96.32,4527,12/2/2003,Shipped,Classic Cars,90,NYC,NY,USA
10204,42,100,4242,12/2/2003,Shipped,Classic Cars,117,NYC,NY,USA
10203,21,37,777,12/2/2003,Shipped,Classic Cars,37,Madrid,,Spain
10204,40,79.62,3185,12/2/2003,Shipped,Classic Cars,85,NYC,NY,USA
10203,34,64.9,2207,12/2/2003,Shipped,Classic Cars,61,Madrid,,Spain
10204,48,91.02,4369,12/2/2003,Shipped,Classic Cars,107,NYC,NY,USA
10203,47,100,6996,12/2/2003,Shipped,Classic Cars,140,Madrid,,Spain
10204,39,33.23,1296,12/2/2003,Shipped,Vintage Cars,41,NYC,NY,USA
10205,36,100,3736,12/3/2003,Shipped,Vintage Cars,102,Madrid,,Spain
10205,48,63.61,3053,12/3/2003,Shipped,Vintage Cars,53,Madrid,,Spain
10205,40,100,7492,12/3/2003,Shipped,Vintage Cars,168,Madrid,,Spain
10205,32,37.17,1189,12/3/2003,Shipped,Vintage Cars,33,Madrid,,Spain
10205,24,38.08,914,12/3/2003,Shipped,Vintage Cars,44,Madrid,,Spain
10206,47,100,9065,12/5/2003,Shipped,Classic Cars,214,Vancouver,BC,Canada
10206,28,100,4056,12/5/2003,Shipped,Trucks and Buses,136,Vancouver,BC,Canada
10206,34,100,3967,12/5/2003,Shipped,Trucks and Buses,116,Vancouver,BC,Canada
10206,37,90.17,3336,12/5/2003,Shipped,Vintage Cars,101,Vancouver,BC,Canada
10206,28,67.46,1889,12/5/2003,Shipped,Vintage Cars,62,Vancouver,BC,Canada
10206,30,100,3581,12/5/2003,Shipped,Vintage Cars,104,Vancouver,BC,Canada
10206,28,87.3,2444,12/5/2003,Shipped,Vintage Cars,99,Vancouver,BC,Canada
10206,21,53.33,1120,12/5/2003,Shipped,Vintage Cars,50,Vancouver,BC,Canada
10206,33,97.39,3214,12/5/2003,Shipped,Vintage Cars,97,Vancouver,BC,Canada
10206,36,58.82,2118,12/5/2003,Shipped,Trucks and Buses,64,Vancouver,BC,Canada
10206,33,100,3872,12/5/2003,Shipped,Classic Cars,101,Vancouver,BC,Canada
10207,31,100,4076,12/9/2003,Shipped,Classic Cars,147,Boston,MA,USA
10207,34,99.54,3384,12/9/2003,Shipped,Trucks and Buses,118,Boston,MA,USA
10207,44,100,7060,12/9/2003,Shipped,Classic Cars,163,Boston,MA,USA
10207,43,100,5753,12/9/2003,Shipped,Trucks and Buses,122,Boston,MA,USA
10207,37,69.89,2586,12/9/2003,Shipped,Trucks and Buses,60,Boston,MA,USA
10207,25,100,3937,12/9/2003,Shipped,Classic Cars,169,Boston,MA,USA
10207,40,100,6147,12/9/2003,Shipped,Classic Cars,143,Boston,MA,USA
10207,47,100,6658,12/9/2003,Shipped,Trucks and Buses,121,Boston,MA,USA
10207,49,46.82,2294,12/9/2003,Shipped,Classic Cars,57,Boston,MA,USA
10207,46,100,6819,12/9/2003,Shipped,Trucks and Buses,127,Boston,MA,USA
